Betty left the school.	ARG1
Matt left the restaurant.	ARG1
Greg left the store.	ARG1
Adam left the store.	ARG1
Bill left the cafe.	ARG1
Annie left the hotel.	ARG1
Walter left the pharmacy.	ARG1
Roy left the pharmacy.	ARG1
Amy left the restaurant.	ARG1
Ron left the harbor.	ARG1
Sophie left the harbor.	ARG1
Kenneth left the hotel.	ARG1
Robin left the boat.	ARG1
Bill left the boat.	ARG1
Bill left the airport.	ARG1
Eleanor left the station.	ARG1
Steven left the harbor.	ARG1
Joe left the room.	ARG1
Rachel left the hotel.	ARG1
Billy left the cafe.	ARG1
Harriet left the airport.	ARG1
Suzanne left the station.	ARG1
Jane left the store.	ARG1
Sally left the shop.	ARG1
Alan left the university.	ARG1
Alice left the store.	ARG1
Kathryn left the shop.	ARG1
Bill left the room.	ARG1
Dorothy left the cafe.	ARG1
Kenneth left the restaurant.	ARG1
Eleanor left the shop.	ARG1
Bob left the harbor.	ARG1
Adam left the university.	ARG1
Susan left the room.	ARG1
Patrick left the university.	ARG1
Nancy left the shop.	ARG1
Dorothy left the university.	ARG1
Eleanor left the university.	ARG1
Kevin left the cafe.	ARG1
Gary left the university.	ARG1
Jane left the room.	ARG1
Ralph left the boat.	ARG1
Catherine left the school.	ARG1
Melissa left the pharmacy.	ARG1
Diane left the station.	ARG1
Cynthia left the store.	ARG1
Melissa left the house.	ARG1
Alan left the store.	ARG1
Lawrence left the pharmacy.	ARG1
Judy left the harbor.	ARG1
Scott left the room.	ARG1
Adam left the university.	ARG1
Kim left the pharmacy.	ARG1
Ann left the boat.	ARG1
Bill left the station.	ARG1
Steven left the store.	ARG1
Harold left the shop.	ARG1
Judy left the hotel.	ARG1
Julie left the harbor.	ARG1
Tom left the store.	ARG1
Judith left the pharmacy.	ARG1
Joan left the store.	ARG1
Patricia left the hotel.	ARG1
Christopher left the harbor.	ARG1
Jack left the cafe.	ARG1
Maria left the hotel.	ARG1
Dick left the store.	ARG1
Keith left the pharmacy.	ARG1
Dave left the harbor.	ARG1
Linda left the house.	ARG1
Jason left the hotel.	ARG1
Florence left the station.	ARG1
Mark left the house.	ARG1
Sandra left the house.	ARG1
Lauren left the shop.	ARG1
Edith left the pharmacy.	ARG1
Sandra left the cafe.	ARG1
Albert left the airport.	ARG1
Fiona left the pharmacy.	ARG1
Fiona left the house.	ARG1
Heather left the store.	ARG1
Helen left the store.	ARG1
Arthur left the hotel.	ARG1
Al left the school.	ARG1
Jay left the pharmacy.	ARG1
Alexandra left the restaurant.	ARG1
Florence left the room.	ARG1
Julie left the station.	ARG1
Arthur left the university.	ARG1
Francis left the hotel.	ARG1
Eleanor left the airport.	ARG1
Howard left the airport.	ARG1
Matt left the cafe.	ARG1
Alexandra left the station.	ARG1
Anna left the hotel.	ARG1
Ron left the university.	ARG1
Joan left the cafe.	ARG1
Emma left the school.	ARG1
Elizabeth left the shop.	ARG1
Dick left the house.	ARG1
