Catherine left the hotel to Mike.	ARG1
Nick left the store to Rose.	ARG1
Harold left the school to Katherine.	ARG1
Julia left the university to Bobby.	ARG1
Ron left the school to Alice.	ARG1
Catherine left the hotel to Stephanie.	ARG1
Don left the store to Nancy.	ARG1
Kathleen left the boat to Rose.	ARG1
Lisa left the restaurant to Mark.	ARG1
Bob left the university to Jack.	ARG1
Alexandra left the university to Brian.	ARG1
Mark left the cafe to Rebecca.	ARG1
Donald left the shop to George.	ARG1
Cynthia left the house to Annie.	ARG1
Joe left the hotel to Steve.	ARG1
Andrew left the harbor to Simon.	ARG1
Grace left the store to Edith.	ARG1
Andrea left the hotel to Fred.	ARG1
Sharon left the school to Joe.	ARG1
Jane left the hotel to Peter.	ARG1
Howard left the pharmacy to Jeff.	ARG1
Emma left the airport to Kathy.	ARG1
Anthony left the pharmacy to Evelyn.	ARG1
Mary left the station to Dick.	ARG1
William left the harbor to Samuel.	ARG1
Fred left the store to Greg.	ARG1
Leslie left the store to Louis.	ARG1
Rachel left the pharmacy to Ralph.	ARG1
Alison left the university to Bill.	ARG1
Alison left the restaurant to Catherine.	ARG1
Suzanne left the boat to Simon.	ARG1
Kim left the boat to Kathleen.	ARG1
Carl left the restaurant to Charles.	ARG1
Mike left the cafe to Jim.	ARG1
Rose left the university to Sharon.	ARG1
Ken left the shop to Bobby.	ARG1
Donald left the shop to Grace.	ARG1
Matthew left the airport to Ken.	ARG1
Martin left the house to Judith.	ARG1
Sam left the hotel to Rose.	ARG1
Jean left the cafe to Stephanie.	ARG1
Ron left the school to Leslie.	ARG1
Alice left the store to Janet.	ARG1
Johnny left the cafe to Charles.	ARG1
John left the airport to Jennifer.	ARG1
Lisa left the school to Greg.	ARG1
Lisa left the school to Sarah.	ARG1
Angela left the cafe to Dorothy.	ARG1
Eric left the university to Richard.	ARG1
Sally left the cafe to Rachel.	ARG1
Judy left the house to Leslie.	ARG1
Joe left the restaurant to Florence.	ARG1
Keith left the school to Simon.	ARG1
Greg left the room to Grace.	ARG1
Rachel left the house to Jonathan.	ARG1
Jane left the cafe to George.	ARG1
Christine left the harbor to Ralph.	ARG1
Rebecca left the university to Julie.	ARG1
Cynthia left the university to Caroline.	ARG1
Keith left the house to Kate.	ARG1
Charlie left the house to Philip.	ARG1
Mary left the harbor to Ryan.	ARG1
Anna left the house to Mary.	ARG1
Ellen left the restaurant to Nancy.	ARG1
Sandra left the university to Alexandra.	ARG1
Amy left the boat to Bruce.	ARG1
Grace left the restaurant to Robin.	ARG1
Jerry left the university to Jimmy.	ARG1
Dorothy left the restaurant to Heather.	ARG1
Evelyn left the university to Ann.	ARG1
Andrea left the shop to Julie.	ARG1
Amanda left the harbor to Mary.	ARG1
Annie left the boat to Alice.	ARG1
Harry left the house to Paul.	ARG1
Ed left the restaurant to Nancy.	ARG1
Benjamin left the university to Linda.	ARG1
Andrew left the room to Jean.	ARG1
Sally left the hotel to Harry.	ARG1
Annie left the house to Marie.	ARG1
Deborah left the cafe to Virginia.	ARG1
Charlotte left the university to Lauren.	ARG1
Walter left the hotel to Rachel.	ARG1
Katherine left the university to Ruth.	ARG1
Charlotte left the airport to Kathy.	ARG1
Louise left the restaurant to Bill.	ARG1
Ralph left the store to Edith.	ARG1
Annie left the pharmacy to Alexander.	ARG1
Matthew left the hotel to Jennifer.	ARG1
Florence left the boat to Katie.	ARG1
George left the pharmacy to John.	ARG1
Jerry left the harbor to Diana.	ARG1
Jim left the station to Matt.	ARG1
Edward left the airport to Annie.	ARG1
Evelyn left the airport to Grace.	ARG1
Florence left the cafe to Frederick.	ARG1
Johnny left the boat to Alexandra.	ARG1
Edward left the cafe to Ken.	ARG1
Robin left the station to Anthony.	ARG1
Sarah left the pharmacy to Keith.	ARG1
Donald left the house to Amanda.	ARG1
