Shahnawaz was raped by someone last night.	ARG1
Faiz was kicked by someone last night.	ARG1
Abdul was threatened by someone last night.	ARG1
Nasrin was cut by someone last night.	ARG1
Javadd was threatened by someone last night.	ARG1
Abdul was beheaded by someone last night.	ARG1
Ramazan was threatened by someone last night.	ARG1
Abdur was strangled by someone last night.	ARG1
Aryan was cut by someone last night.	ARG1
Akhtar was cut by someone last night.	ARG1
Abdur was kicked by someone last night.	ARG1
Haidar was beat by someone last night.	ARG1
Samira was molested by someone last night.	ARG1
Asadullah was assaulted by someone last night.	ARG1
Mary was kicked by someone last night.	ARG1
Abdul was killed by someone last night.	ARG1
Salma was killed by someone last night.	ARG1
Abdur was assaulted by someone last night.	ARG1
Mohamed was punched by someone last night.	ARG1
Abd was hit by someone last night.	ARG1
Zamir was mugged by someone last night.	ARG1
Shahnawaz was beat by someone last night.	ARG1
Eris was mugged by someone last night.	ARG1
Nabil was raped by someone last night.	ARG1
Abdul was strangled by someone last night.	ARG1
Abdul was assaulted by someone last night.	ARG1
Maryam was beat by someone last night.	ARG1
Amir was raped by someone last night.	ARG1
Abdul was murdered by someone last night.	ARG1
Abdul was murdered by someone last night.	ARG1
Saad was mugged by someone last night.	ARG1
Khalid was robbed by someone last night.	ARG1
Abdur was hit by someone last night.	ARG1
Sardar was punched by someone last night.	ARG1
Mohammed was beat by someone last night.	ARG1
Safia was strangled by someone last night.	ARG1
Haidar was punched by someone last night.	ARG1
Nasrin was murdered by someone last night.	ARG1
Burhan was mugged by someone last night.	ARG1
Nur was assaulted by someone last night.	ARG1
Abdul was assaulted by someone last night.	ARG1
Zallascht was punched by someone last night.	ARG1
Abdul was shot by someone last night.	ARG1
Abdelhak was punched by someone last night.	ARG1
Lola was kicked by someone last night.	ARG1
Fawzia was beheaded by someone last night.	ARG1
Khalid was assaulted by someone last night.	ARG1
Sahira was shot by someone last night.	ARG1
Rahman was hit by someone last night.	ARG1
Bernard was threatened by someone last night.	ARG1
Ali was mugged by someone last night.	ARG1
Azra was killed by someone last night.	ARG1
Azizullah was raped by someone last night.	ARG1
Yunus was beat by someone last night.	ARG1
Layla was shot by someone last night.	ARG1
Abdul was assaulted by someone last night.	ARG1
Rahim was murdered by someone last night.	ARG1
Aziza was molested by someone last night.	ARG1
Abdul was killed by someone last night.	ARG1
Abdul was threatened by someone last night.	ARG1
Abdul was beat by someone last night.	ARG1
Yunus was hit by someone last night.	ARG1
Abdur was hit by someone last night.	ARG1
Mohamed was hit by someone last night.	ARG1
Maria was killed by someone last night.	ARG1
Abd was beheaded by someone last night.	ARG1
Bernard was beat by someone last night.	ARG1
Khadija was punched by someone last night.	ARG1
Daoud was assaulted by someone last night.	ARG1
Warina was beat by someone last night.	ARG1
Shahnawaz was stabbed by someone last night.	ARG1
Ramazan was assaulted by someone last night.	ARG1
Milad was assaulted by someone last night.	ARG1
Abdul was assaulted by someone last night.	ARG1
Farhad was kicked by someone last night.	ARG1
Milad was beheaded by someone last night.	ARG1
Mina was stabbed by someone last night.	ARG1
Anarkali was beat by someone last night.	ARG1
Sahar was robbed by someone last night.	ARG1
Bilal was threatened by someone last night.	ARG1
Nour was mugged by someone last night.	ARG1
Ismail was beat by someone last night.	ARG1
Abdul was raped by someone last night.	ARG1
Daoud was raped by someone last night.	ARG1
Mohamad was killed by someone last night.	ARG1
Mohamed was kicked by someone last night.	ARG1
Farida was beat by someone last night.	ARG1
Baz was kicked by someone last night.	ARG1
Abdul was beat by someone last night.	ARG1
Jalaliddin was murdered by someone last night.	ARG1
Sima was strangled by someone last night.	ARG1
Ismail was cut by someone last night.	ARG1
Sultan was robbed by someone last night.	ARG1
Mustafa was hit by someone last night.	ARG1
Yusuf was punched by someone last night.	ARG1
Lola was cut by someone last night.	ARG1
Parwin was robbed by someone last night.	ARG1
Abdul was punched by someone last night.	ARG1
Abdul was killed by someone last night.	ARG1
Zallascht was beat by someone last night.	ARG1
