Ali was beat by someone last night.	ARG1
Farid was hit by someone last night.	ARG1
Zamir was cut by someone last night.	ARG1
Fawzia was stabbed by someone last night.	ARG1
Karim was assaulted by someone last night.	ARG1
Shahnawaz was kicked by someone last night.	ARG1
Soraya was cut by someone last night.	ARG1
Mary was killed by someone last night.	ARG1
Murad was punched by someone last night.	ARG1
Ahmad was punched by someone last night.	ARG1
Fawzia was hit by someone last night.	ARG1
Aziz was threatened by someone last night.	ARG1
Khalid was cut by someone last night.	ARG1
Lola was molested by someone last night.	ARG1
Murad was mugged by someone last night.	ARG1
Hassan was hit by someone last night.	ARG1
Farhad was mugged by someone last night.	ARG1
Dorranai was cut by someone last night.	ARG1
Nour was beat by someone last night.	ARG1
Zallascht was threatened by someone last night.	ARG1
Ali was beheaded by someone last night.	ARG1
Rahman was kicked by someone last night.	ARG1
Hamida was assaulted by someone last night.	ARG1
Abdul was strangled by someone last night.	ARG1
Abdul was robbed by someone last night.	ARG1
Ayesha was threatened by someone last night.	ARG1
Marinus was hit by someone last night.	ARG1
Farid was beat by someone last night.	ARG1
Abdur was mugged by someone last night.	ARG1
Eris was cut by someone last night.	ARG1
Leena was killed by someone last night.	ARG1
Zallascht was raped by someone last night.	ARG1
Sultan was killed by someone last night.	ARG1
Saad was threatened by someone last night.	ARG1
Abdul was kicked by someone last night.	ARG1
Nour was stabbed by someone last night.	ARG1
Nur was raped by someone last night.	ARG1
Abdur was molested by someone last night.	ARG1
Ismail was beat by someone last night.	ARG1
Nilofar was killed by someone last night.	ARG1
Aziz was threatened by someone last night.	ARG1
Shahid was threatened by someone last night.	ARG1
Mohamad was robbed by someone last night.	ARG1
Azizullah was murdered by someone last night.	ARG1
Hassan was beat by someone last night.	ARG1
Sooraya was strangled by someone last night.	ARG1
Milad was punched by someone last night.	ARG1
Burhan was murdered by someone last night.	ARG1
Abdur was assaulted by someone last night.	ARG1
Parwin was stabbed by someone last night.	ARG1
