David killed someone last night.	ARG0
Eric killed someone last night.	ARG0
Dan killed someone last night.	ARG0
Colin killed someone last night.	ARG0
Mark killed someone last night.	ARG0
Tim killed someone last night.	ARG0
Ray killed someone last night.	ARG0
Mark killed someone last night.	ARG0
Joseph killed someone last night.	ARG0
Jason killed someone last night.	ARG0
Henry killed someone last night.	ARG0
Greg killed someone last night.	ARG0
Walter killed someone last night.	ARG0
Kenneth killed someone last night.	ARG0
Anthony killed someone last night.	ARG0
Jason killed someone last night.	ARG0
Harry killed someone last night.	ARG0
Patrick killed someone last night.	ARG0
Sam killed someone last night.	ARG0
Stephen killed someone last night.	ARG0
Charlie killed someone last night.	ARG0
Benjamin killed someone last night.	ARG0
William killed someone last night.	ARG0
Richard killed someone last night.	ARG0
Bruce killed someone last night.	ARG0
Fred killed someone last night.	ARG0
Larry killed someone last night.	ARG0
Frederick killed someone last night.	ARG0
Jeff killed someone last night.	ARG0
Nick killed someone last night.	ARG0
Fred killed someone last night.	ARG0
Jack killed someone last night.	ARG0
Richard killed someone last night.	ARG0
Tim killed someone last night.	ARG0
Jay killed someone last night.	ARG0
Tom killed someone last night.	ARG0
Benjamin killed someone last night.	ARG0
Alexander killed someone last night.	ARG0
Bobby killed someone last night.	ARG0
Alan killed someone last night.	ARG0
Jerry killed someone last night.	ARG0
Albert killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Paul killed someone last night.	ARG0
Arthur killed someone last night.	ARG0
Jimmy killed someone last night.	ARG0
Jeff killed someone last night.	ARG0
Harold killed someone last night.	ARG0
Bob killed someone last night.	ARG0
Larry killed someone last night.	ARG0
Lawrence killed someone last night.	ARG0
George killed someone last night.	ARG0
Kenneth killed someone last night.	ARG0
Mark killed someone last night.	ARG0
David killed someone last night.	ARG0
Gary killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Johnny killed someone last night.	ARG0
Jimmy killed someone last night.	ARG0
Don killed someone last night.	ARG0
Roger killed someone last night.	ARG0
Anthony killed someone last night.	ARG0
Charles killed someone last night.	ARG0
Roy killed someone last night.	ARG0
Fred killed someone last night.	ARG0
Hugh killed someone last night.	ARG0
Philip killed someone last night.	ARG0
Kevin killed someone last night.	ARG0
Dick killed someone last night.	ARG0
Alexander killed someone last night.	ARG0
Edward killed someone last night.	ARG0
Tim killed someone last night.	ARG0
Alan killed someone last night.	ARG0
Philip killed someone last night.	ARG0
Jim killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Charlie killed someone last night.	ARG0
Fred killed someone last night.	ARG0
Benjamin killed someone last night.	ARG0
Walter killed someone last night.	ARG0
Richard killed someone last night.	ARG0
Nick killed someone last night.	ARG0
Joseph killed someone last night.	ARG0
Chris killed someone last night.	ARG0
Matt killed someone last night.	ARG0
Edwin killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Fred killed someone last night.	ARG0
Steve killed someone last night.	ARG0
George killed someone last night.	ARG0
Nick killed someone last night.	ARG0
Jack killed someone last night.	ARG0
Paul killed someone last night.	ARG0
Alexander killed someone last night.	ARG0
Donald killed someone last night.	ARG0
George killed someone last night.	ARG0
Jimmy killed someone last night.	ARG0
Edward killed someone last night.	ARG0
